"Listing Number","Cumulative DOM","Days On Market","Short Address","Baths - Full","Baths - Half","Cancel Date","Listing Date","List Price","Front Exp","Expiration Date","Parcel ID","Sold Date","Sold Price","SqFt - Living","SqFt - Total","Under Contract Date","Withdrawn Date","Year Built","Year Roof Installed","SqFt - Guest House","Construction: CBS","Storm Protection: Accordion Shutters","Storm Protection: Impact Glass","Storm Protection: Panel Shutters","Public Remarks","Area","Temp Off Market Date","Garage Spaces","Furnished: Furnished","Subdivision","Terms of Sale","Zip Code","Baths - Total","City","Guest House","High School","Homeowners Assoc","Lot SqFt","Private Pool","Legal Desc","Spa","State/Province","Street #","Tax Year","Taxes","Total Bedrooms","Total Floors/Stories","Total Units in Bldg","Ttl Units in Complex","Original List Price","Unit Floor #","Unit #","Type","Geo Lat","Geo Lon","HOA/POA/COA (Monthly)","Special Assessment","Waterfront","Status","Status Change Date","Subdiv. Amenities: Tennis","Subdiv. Amenities: Pool","Subdiv. Amenities: Manager on Site","Subdiv. Amenities: Fitness Center","Subdiv. Amenities: Elevator","Subdiv. Amenities: Golf Course","Subdiv. Amenities: Clubhouse","Security: Gate - Manned","Security: Gate - Unmanned","Security: Doorman","Security: Lobby","Parking: Garage - Building","Parking: Garage - Detached","Parking: Open","Parking: Covered","Lot Description: < 1/4 Acre","Lot Description: 1 to < 2 Acres","Lot Description: 1/2 to < 1 Acre","Lot Description: 1/4 to 1/2 Acre","Gated Community","Development Name","Listing Agent","Listing Office","Buyer Agent","Buyer Office","Fallthrough Date"
"FX-10539549","6","6","5505 Renoir Place","3","1","","2025-12-04","1484990.00","SW","","52424126080000210","","","2696.00","","","","2026","","","Yes","","","","This two-story home offers ample flexibility and personalization. Upon entry, the foyer features a grand stairway with an art wall leading to a large walk-in pantry and a Powder Bath on the other. This space flows easily into the Island Kitchen, Dining, and Great Room, perfect for gatherings and socializing. The Great Room is light and bright with expansive sliders that open onto the Lanai. Owner's Suite is situated at the rear of the home with large windows and an impressive 285 sqft space. Owner's Shower offering luxury beyond comparison. The first floor is complete with a Den, large Laundry Room, and Drop Zone near the 2-Car Garage. The Den can be optioned to a Bedroom with Full Bath. Disclaimer: Photos of a decorated model home are for reference only. Actual home will differ.","5320","","2.00","","Artistry Palm Beach","","33418","3.10","Palm Beach","N","","M","6534.00","No","ARTISTRY LT 21","","FL","5505","2025","","3","1.00","","","1484990.00","","","SF","26.866673","-80.121214","522.00","","No","A","2025-12-07","","Yes","","","","","Yes","","","","","","","","","Yes","","","","","","William Maltbie","Maltbie Realty Group (28551685)","","",""
"RX-11054967","322","322","150 Bradley Place 606-T","2","0","","2025-01-22","4195000.00","SE","","50434315270000606","","","1501.00","1501.00","","","1926","","","","","","","This hidden gem redefines luxury living, seamlessly blending elegance, comfort, and convenience in one exceptional location. This exquisite 2-bedroom, 2-bathroom condo at the prestigious PB Biltmore boasts direct West Intracoastal views from the spacious master suite. The residence features an eat-in kitchen, split bedroom layout, southern light & quality finishes that enhance its charm & sophistication.    The PB Biltmore offers amazing amenities, including a private oceanfront club with dining and beach service, an Olympic-sized pool, Har-Tru tennis courts, boat docks, a gym, infrared saunas, 24/7 security & concierge services.    This pet-friendly building invites you to experience the ultimate luxury lifestyle.. As an added opportunity, the condo next door is also available for sale.","5002","","1.00","","PALM BEACH BILTMORE COND DECL FILED 7-9-80","","33480","2.00","Palm Beach","","","M","","No","PALM BEACH BILTMORE COND UNIT 606-T","Y","FL","150","2024","26694.70","2","11.00","126","","4495000.00","6.00","606-T","CD","26.720037","-80.040783","2775.62","Yes","Yes","A","2025-01-22","Yes","","","","","","","","","Yes","Yes","","","","","","","","","N","","Catherine Applegate","Douglas Elliman (pb802465)","","",""
"RX-11135832","47","47","102 Reef Road","8","2","","2025-10-24","89000000.00","E","","50434234080000050","","","8259.00","11100.00","","","2014","","","Yes","","Complete","","Gorgeous Oceanfront Estate designed by Pat Segraves of SKA Architect+Planner. Perfectly situated on 35,500+/- square foot lot with 120'+/- of Ocean frontage. Sophisticated and pristine Colonial Estate with beachfront cabana featuring 6 bedrooms, 8 full baths, and 2 powder rooms. Thoughtful design and refined finishes throughout including stunning marble, beautiful hardwood flooring, and detailed woodwork. Oceanfront living room features beautiful marble fireplace. Stunning waterfront library with exquisite paneling and coffered ceilings. Oversized formal dining room overlooking ocean with beautiful ceilings leads to wet bar with wine fridge. Elegant marble kitchen with chef's island and breakfast nook leads to family room. Primary Suite features stunning Ocean views, vaulted ceilings,","5001","","4.00","","NORTH SHORE","","33480","8.20","Palm Beach","","","N","35563.00","Yes","NORTH SHORE ADD TO PALM BEACH LTS 5~ 5-A & 35","","FL","102","2024","218529.00","6","2.00","","","89000000.00","","","SF","26.763342","-80.037402","","No","Yes","A","2025-10-28","","","","","","","","","","","","","Yes","","","","","","","N","","Christian Angle","Christian Angle Real Estate (800649)","","",""
"RX-11135476","42","42","3390 S Ocean Boulevard 305","2","0","","2025-10-27","1395000.00","NE","","50434435240003050","","","1714.00","1714.00","","","1982","","","Yes","","Complete","","Experience boutique oceanfront living at its finest in this fully renovated contemporary coastal residence, thoughtfully designed for those who value privacy, style, and tranquility. Set within an exclusive building of only 27 residences, this rare gem offers an intimate and refined Palm Beach lifestyle. With 24-hour concierge, direct beach access, and a peaceful pool and hot tub that feel entirely your own. Enjoy brand-new, state-of-the-art hurricane-impact windows and sliders that frame beautiful ocean views and open to the sounds of the sea. Every room connects to the expansive sprawling balcony, where you can take in morning sunrises and evening sunsets over the water. Inside, every detail has been curated with designer finishes and a bright, open layout. The kitchen features","5004","","2.00","","EMERAUDE CONDO","","33480","2.00","Palm Beach","","","M","","No","EMERAUDE COND UNIT 305","","FL","3390","2025","12402.00","2","5.00","27","","1395000.00","3.00","305","CD","26.599173","-80.037387","2087.00","Yes","Yes","A","2025-10-29","","Yes","","Yes","Yes","","","","","Yes","","Yes","","","","Yes","","","","Y","","Justin Keller PA","Compass Florida LLC (273007303)","","",""
"RX-11144752","8","8","2760 S Ocean Boulevard 508","2","0","","2025-12-02","1250000.00","N","","50434423160005080","","","1212.00","1425.00","","","1969","","","","","Complete","","Enjoy breathtaking views and sunsets overlooking the Intracoastal in this meticulously renovated 2-bedroom, 2-bath penthouse, designed for elegance and comfort. The split-plan home is a masterpiece of modern luxury, featuring a custom Italian-design kitchen with high-end appliances, including Fulgor Milano induction range, Miele dishwasher, and Bosch refrigerator, set against stunning Cristallo Royal quartzite countertops and backsplash. Other high-end finishes include, wood flooring throughout bringing warmth and sophistication, custom LED lighting, motorized shades in every room, fine brass hardware in kitchen and baths, and custom closets. The primary bath offers a peaceful retreat with an elegant marble topped vanity and beautiful frameless glass shower. Enjoy peace of mind with","5004","","0.00","","REGENCY OF PALM BEACH INC","","33480","2.00","Palm Beach","N","","M","147025.00","No","REGENCY OF PALM BEACH INC APT 508","","FL","2760","2025","3809.00","2","5.00","84","84.00","1250000.00","5.00","508","CD","26.622108","-80.039536","1955.83","No","Yes","A","2025-12-02","","Yes","Yes","Yes","Yes","","","","","Yes","Yes","","","Yes","","","","","","N","","Kourtney Pulitzer","Sotheby's Intl. Realty, Inc. (988061)","","",""
"RX-11075002","260","260","44 Cocoanut Row B310","4","1","","2025-03-25","7950000.00","NW","","50434322180013100","","","3515.00","3515.00","","","1956","","","Yes","","","","One-of-a-kind. Breathtaking Triple Apartment lives like a home at 3600+ sq. ft.  3 Ensuite Bedrooms, Primary Bedroom with Separate His/Her Bathrooms, 4 ½ Total Baths, plus Den and Dedicated Office Space, Separate Family Room (can be Formal Dining Room), Fabulous Chef's Kitchen, Spacious Laundry Room, Open Balcony with Magnificent Views of the Intracoastal. Four Parking Spaces Included in Price. Palm Beach Towers is a Premier Full-Service In-town Property Located just Steps from the Fabulous Restaurants and Shops at THE ROYAL. Amenities include on-site Hair Salon (Woody's) and Restaurant (Salute) with Room Service, Putting Green, Hot Tub, Gym, Exercise Studio and So Much More.","5002","","0.00","","PALM BEACH TOWERS CONDO","","33480","4.10","Palm Beach","","","M","","No","PALM BEACH TOWERS COND UNITS B310 THRU B312","","FL","44","2024","98759.30","3","6.00","277","","7950000.00","3.00","B310","CD","26.715407","-80.043044","5262.54","No","Yes","A","2025-03-25","","Yes","Yes","Yes","Yes","","","","","Yes","Yes","","","Yes","","","","","","N","","Cappy Lerman Abraham","Palm Beach Residential Properties LLC (276544808)","","",""
"RX-11141771","644","26","2 Sloans Curve Drive","5","1","","2025-11-14","24950000.00","E","","50434411070000020","","","4455.00","6332.00","","","1981","","","Yes","","Complete","","Welcome to 2 Sloans Curve, a stunning and rarely available direct oceanfront townhouse with 6,300+/- total square feet and 5BR/5.1BA. Located in the sought-after Residences at Sloans Curve, this beautiful townhome was just re-designed with fresh interior decor and features commanding ocean views from the primary rooms. Boasting a buffet of perks like the gourmet eat-in kitchen with a large island, top-of-the-line appliances, and double height ceilings, the formal living room is abundant with natural light through a beautiful skylight, and hosts a bar area with custom built-ins as well as a grand spiral staircase. An expansive primary suite includes a dedicated dressing area, dual baths and closets, and a large covered balcony overlooking the Atlantic Ocean.","5004","","2.00","","RESIDENCES AT SLOANS CURVE","","33480","5.10","Palm Beach","","","M","7971.00","Yes","RESIDENCES AT SLOANS CURVE TWNHS PAR 2","","FL","2","2025","143965.00","5","2.00","","","24950000.00","","","TH","26.646561","-80.037552","3770.00","No","Yes","A","2025-11-18","Yes","Yes","","Yes","","","Yes","Yes","","","","","","","","Yes","","","","Y","","Margit Brandt","Premier Estate Properties Inc. (273007388)","","",""
"RX-11132391","56","56","100 Royal Palm Way D1","2","0","","2025-10-15","4500000.00","N","","50434323100000014","","","2107.00","2200.00","","","1969","","","Yes","","Complete","","Unique opportunity to own a premier garden residence at One Royal Palm in the heart of Palm Beach. This spacious 2,200 SF, 2-bedroom/2-bath condominium features timeless, well-appointed details including marble floors, 9' ceilings, and an open layout that flows seamlessly to a beautifully landscaped private garden. Perfect for indoor-outdoor living, this residence truly feels like a private home.    One Royal Palm is a highly sought-after boutique building offering white-glove services and an intimate, exclusive atmosphere. Ideally located just moments from the beach, world-class shopping, and fine dining, it combines the best of luxury living with unmatched convenience. An exceptional choice for dog lovers or anyone who values the privacy and serenity of their own outdoor space.","5002","","1.00","","ONE ROYAL PALM WAY CONDO","","33480","2.00","Palm Beach","","","M","","No","ONE ROYAL PALM WAY CONDOMINIUMUNIT D-1","","FL","100","2025","39831.00","2","6.00","38","","4500000.00","1.00","D1","CD","26.705205","-80.033995","4720.57","No","No","A","2025-10-15","","Yes","Yes","","Yes","","","","","Yes","Yes","Yes","","","","","","","","N","","Michelle Newman","The Corcoran Group (404289)","","",""
"RX-11121575","96","96","1610 N Ocean Boulevard","7","2","","2025-09-05","65000000.00","S","","50434234010000042","","","9794.00","9794.00","","","2018","","","Yes","","Complete","","Welcome to 1610 N Ocean Blvd, a rare opportunity to own a spectacular 6-bedroom, 7.2-bathroom waterfront residence, masterfully built in 2018. With breathtaking views from all principal rooms, this elegant estate offers the perfect blend of British West indies elegance and contemporary refinement.    A long private, gated driveway leads to a grand, beautifully landscaped courtyard entrance - providing the feeling of entering a lush tropical compound. The iconic entryway leads into an expansive formal living room with a stately fireplace, with Bahamian blue water colors conveniently positioned as the perfect backdrop. The gourmet chef's kitchen is a culinary dream, featuring a large center island and seamlessly flowing into the spacious family room, ideal for relaxed entertaining.","5001","","4.00","","SEA ISLE EST","","33480","7.20","Palm Beach","","","N","37112.00","Yes","SEA ISLE ESTATES LT 4 (LESS W 75 FT)~ LT 5 (LESS NLY 95.74 FT OF E 12.50 FT)~ S 30 FT OF LT 6~ W 87.50 FT OF LT 8~ LT 9","","FL","1610","2025","328632.00","6","2.00","","","65000000.00","","","SF","26.770512","-80.039718","","No","Yes","A","2025-09-05","","","","","","","","","Yes","","","","Yes","","","","","Yes","","N","","Margit Brandt","Premier Estate Properties Inc. (273007388)","","",""
"RX-11106330","153","153","2780 S Ocean Boulevard 112","2","0","","2025-07-10","1125000.00","E","","50434423120001120","","","1344.00","1344.00","","","1958","","","","","Complete","","This exquisite east-facing lanai apartment offers two bedrooms and two baths with a spacious open floor plan, seamlessly blending indoor comfort with outdoor beauty. Enjoy direct access to the pool and beach, and take in panoramic views from the expansive 400 sq. ft. terrace?perfect for entertaining or relaxing under the palms. Private stairs from the terrace lead straight to the pool and the sea beyond, offering an unmatched indoor-outdoor lifestyle. Wake up to breathtaking sunrises in this light-filled residence framed by lush landscaped gardens and the serene blues of the Atlantic.  Furniture negotiable.","5004","","1.00","","AMBASSADOR II CORP 2780 S OCEAN BLVD PALM BEACH FL","","33480","2.00","Palm Beach","N","","M","","No","AMBASSADOR II CORP APT 112","N","FL","2780","2024","9046.00","2","8.00","","","1150000.00","1.00","112","CD","26.620824","-80.03764","2147.26","Yes","Yes","A","2025-07-10","Yes","Yes","Yes","","","","","","","Yes","Yes","","","Yes","","","","","","N","","Gloria Rodriguez","Sotheby's Intl. Realty, Inc. (988061)","","",""
